id,target
284,164872.2938167491
285,135071.38230612432
286,142850.97026221763
287,229685.09865647956
288,144717.8613435409
289,136321.70039486376
290,185094.59828325728
291,115862.49067236995
292,270082.3031194755
293,259595.8027387106
294,165043.8827202352
295,188823.47647010614
296,67273.35167708398
297,134588.75045003922
298,161838.18693480646
299,125441.37589184605
300,117025.9310680762
301,60058.113822431755
302,126236.23584048692
303,180857.59882422516
304,268076.3098731806
305,148741.86497966884
306,179666.39477931877
307,157902.84524261393
308,120268.12012514882
309,159074.17709895887
310,275138.29796900257
311,136986.75435329502
312,184756.90267811573
313,129528.77424751622
314,126729.91396221872
315,162481.0242259202
316,126878.1583044688
317,122943.45380091148
318,123044.13750502914
319,161530.82851159753
320,200283.01998603862
321,156900.19692516513
322,185953.10365428185
323,217919.82468950274
324,159360.11255396038
325,172171.09170857217
326,198972.9298854539
327,102842.9233595612
328,79911.42503907935
329,269370.6785088255
330,180290.05749196894
331,225828.85629704053
332,209517.18460896268
333,164093.5855959432
334,167871.59111980532
335,134753.2866376547
336,183692.21728593603
337,182022.91786328814
338,139840.289865614
339,193540.53181142412
340,357245.21840018267
341,127985.52927614337
342,154050.07554895716
343,162016.60733040364
344,117515.92982086558
345,111587.36243276845
346,144275.13878986772
347,159229.70860415185
348,165828.34255894198
349,193596.35126122527
350,211752.59381075512
351,177144.50281551055
352,270101.83725064603
353,167295.906621754
354,411780.5122060685
355,90985.4077588421
356,177249.7058958695
357,105667.95411282024
358,195643.12103738525
359,194491.4864923547
360,81637.41292736166
361,117726.10912361392
362,209578.51629027
363,173531.65282687903
364,134628.1741251116
365,131311.62942343223
366,131373.01068019937
367,169588.5710140361
368,108956.97193496928
369,185841.08237065165
370,133519.1647802567
371,300193.8525853539
372,250270.70329925325
373,143724.94178607
374,193396.15285055368
375,280344.0703524315
376,386142.05589506176
377,188152.57531079924
378,278558.6147670562
379,394372.9990333308
380,471637.02446889516
381,387108.4923862362
382,318274.17308914784
383,145534.48614886642
384,145005.0781378476
385,176323.72525800354
386,113729.03281805657
387,91363.85016952167
388,114475.69358841414
389,155024.11766427886
390,190697.78939629154
391,147411.71709151944
392,152845.6011187525
393,126092.81573889568
394,136784.14352617523
395,129560.58387171975
396,146259.44517485748
397,238863.12426560634
398,201502.38956757556
399,106276.0908325315
400,154303.13048723244
401,152391.0343768713
402,151021.4841839577
403,214641.72849298097
404,140052.56435075396
405,290661.05639531533
406,228368.94462188386
407,344211.23836970364
408,190636.048955662
409,146624.55132279563
410,221555.24279823905
411,88425.05072650353
412,108345.9052042631
413,371711.6400751325
414,213561.53428223106
415,96290.75021093311
416,149887.61719110148
417,271719.30242907425
418,131805.3227810256
419,140067.74694040354
420,252274.22587443964
421,136569.20116584227
422,200452.2039870608
423,148907.31556728896
424,166532.73597377454
425,280347.91926233756
426,356091.2313754923
427,247623.61403254914
428,220108.6327299714
429,205196.5737055138
430,175239.86150428202
431,117901.46206832961
432,304879.0502892878
433,203215.78141789726
434,367315.5271374086
435,228083.6673145283
436,211887.12067897074
437,202222.20927717735
438,427920.11316330393
439,184105.66095711285
440,230111.8732540416
441,231397.255407936
442,124202.18996796836
443,302436.83873252023
444,221212.02770732934
445,203504.51013261214
446,154499.73734995778
447,363176.8064551018
448,164642.00410385433
449,174407.99287224808
450,187860.0672398099
451,231612.88782185136
452,222473.59802500793
453,308724.22892168834
454,191256.89801941733
455,197784.95797666145
456,198800.5024969872
457,232621.82582488944
458,115260.71302243663
459,194301.49052641026
460,159059.2043935703
461,262294.78433620447
462,257109.471434151
463,158090.74673153606
464,148976.64586610105
465,127161.55122950739
466,135967.97871875923
467,224996.38722189638
468,182845.79865485724
469,188339.68963895598
470,122580.88359417833
471,87040.25152736923
472,152696.87419649836
473,157652.65730675176
474,272572.0666056451
475,105507.46254219976
476,201689.21134205945
477,374228.52312861476
478,186185.66727555665
479,92124.46576287181
480,169155.23930658316
481,141448.5590507746
482,177694.02019487525
483,240300.2725271256
484,157173.45761673345
485,185865.22883914306
486,190107.82906542346
487,201530.11122880218
488,209435.673230586
489,184576.305342526
490,170758.2402908274
491,144284.38005953576
492,279934.5188574655
493,185779.29389943823
494,194626.0845999368
495,295768.33401686145
496,128472.02265378271
497,225475.62327303505
498,346691.83773373684
499,173576.38066621378
500,193114.34468843692
501,180318.3997523876
502,306388.49264849647
503,161930.6535443818
504,182985.00195735221
505,150270.8426380193
506,104167.82464113766
507,223681.35141322453
508,91433.01733829449
509,144664.3496570731
510,255899.8555351515
511,201699.82627743203
512,113320.38416232257
513,189231.9304590878
514,233058.1413483348
515,164649.29823086434
516,371644.93232291524
517,180401.24856662066
518,112745.05672281244
519,284719.83887167723
520,241260.3132123286
521,271402.0589062889
522,143482.98746458208
523,203157.27251658592
524,152401.10799108585
525,170410.97901260114
526,108595.6580648596
527,208380.8735167044
528,118174.2269408132
529,139708.17996185535
530,156340.41512378378
531,218230.16043553938
532,307316.0609011136
533,279710.22365106223
534,178970.14164905815
535,114011.08958872268
536,180249.77028880361
537,234829.20733463689
538,203087.45792853838
539,270812.2856217282
540,173013.1445613516
541,208442.04671370232
542,186332.47402144992
543,177086.5181805599
544,115341.79006920257
545,172196.25729616423
546,194863.22972075973
547,247177.1382495882
548,278202.33895684034
549,141853.85645225685
550,192687.59441858515
551,313966.11607812985
552,208314.62489573116
553,138235.9537030473
554,120150.10960678046
555,143361.49014081404
556,281643.7151013675
557,148765.55792537658
558,203542.16139420084
559,104628.02933363334
560,147979.44977718894
561,107470.00271604345
562,189320.94865849742
563,272184.32901449426
564,290601.5294213268
565,270456.3056999285
566,329881.78809357836
567,159867.8198214261
568,177176.3597402281
569,213657.44621677237
570,308179.1701275775
571,132446.38295735762
572,115585.12722376463
573,114445.09939061411
574,138542.87003495963
575,229611.6494738785
576,274270.3845654082
577,130946.13554389933
578,159257.17901022252
579,108365.94939720789
580,144761.69857624333
581,171241.64705551785
582,119015.7727111661
583,200160.56282396018
584,107226.86248322864
585,219744.01684375526
586,272654.11686684965
587,148472.3952894235
588,238868.01195907034
589,222884.07870092033
590,119168.98648292493
591,140063.83268008966
592,97075.38799150758
593,204334.81776843156
594,126899.58345148133
595,109411.7757739862
596,161725.26252027493
597,102887.45778093868
598,126251.56249045779
599,124381.10181530479
600,241120.42965725475
601,209307.23419359955
602,169093.7357599043
603,118130.35897268841
604,280762.1327140491
605,119806.65849097961
606,214425.56944510055
607,122635.62348977974
608,137343.41464322578
609,256498.30108730053
610,183631.39273298014
611,301479.23290851846
612,112525.02841893195
613,205506.73518631217
614,71798.54866446636
615,382151.7321095356
616,326187.8806683915
617,177614.52202142292
618,203989.02191557395
619,334424.8431425202
620,252857.35624583001
621,172629.83266215236
622,146416.2599237918
623,302398.0205799818
624,135829.38048463716
625,142096.2137099284
626,117593.08952925696
627,161689.90795355797
628,194986.60517978654
629,245597.40296238376
630,106927.30388750904
631,411794.1210390302
632,272184.32901449426
633,227945.91034269636
634,119367.98042328416
635,141943.1250773159
636,161042.81900296605
637,253470.1725833662
638,137840.6714259425
639,192156.30725330763
640,89407.30282858407
641,245717.39549903866
642,122170.0302445362
643,136349.68380675465
644,267377.36659105716
645,268431.7955603433
646,122514.2080299056
647,452872.81443281507
648,128795.233466917
649,128313.5498209688
650,132439.69802166143
651,131832.4752432203
652,279892.5771868931
653,94602.02352305419
654,267124.27105820924
655,189741.56257043252
656,175825.76140740403
657,164531.58534707612
658,424215.21560563275
659,239216.35862723348
660,113126.16500092666
661,128403.64157194537
662,194299.86695663753
663,211980.50539935008
664,205333.46053785356
665,484847.06930556055
666,143202.09142500046
667,217333.9341581051
668,198205.3776189228
669,119531.92729763388
670,258878.19081860283
671,119241.20984620135
672,148384.3829556428
673,245831.1409239751
674,200396.09029944506
675,165688.17533956445
676,308645.45959679846
677,206234.2975271722
678,122227.0691524348
679,283285.39386259764
680,157883.841260965
681,132035.4669234709
682,158990.68229895
683,169252.94365400673
684,129395.46403403538
685,142045.06617828767
686,242824.78766046977
687,136968.64206471815
688,203669.78163932642
689,196923.84718552083
690,207710.0634990958
691,225143.36548308382
692,190042.156411959
693,129696.42458104598
694,291438.8355365642
695,169795.62631620205
696,125571.3803938173
697,179688.7201275518
698,124984.15656801507
699,176570.16110942606
700,363585.0470418951
701,194338.2325989811
702,173876.55840135468
703,135674.8549680471
704,387380.6102846291
705,252031.1922418732
706,121676.67584600192
707,132425.12430505932
708,360145.1883589677
709,174455.40690846884
710,219622.4474511804
711,162961.15469222143
712,107651.58828170826
713,116273.79945535507
714,179458.4334498558
715,315295.6697346873
716,173184.32658224454
717,153105.83607408233
718,193871.9058858018
719,180013.2012409318
720,120030.07848820844
721,154821.17992278447
722,188558.3509205531
723,187253.87027712195
724,173303.09505797565
725,134823.7046870366
726,106725.37157199248
727,102180.3923223115
728,187225.77870588648
729,235872.47983851796
730,199271.8222378734
731,175513.11519092612
732,116651.2724707766
733,125786.50351552505
734,203602.2738554697
735,205603.7355013878
736,133418.79555477668
737,295828.2455678722
738,158481.79965886968
739,66853.50786495398
740,108737.46375819587
741,142737.32050386057
742,96343.57177108646
743,257619.29916883586
744,115064.6885110996
745,138374.11862893694
746,204130.39414075617
747,115795.95213496259
748,156423.24631822295
749,85010.83821670021
750,118654.45849948819
751,104419.74943897936
752,225751.8114658605
753,156945.83440875734
754,267901.50363560964
755,136174.17946299986
756,108081.32192620896
757,260336.9063364835
758,163860.0110172915
759,210834.63190733184
760,155333.46376266112
761,177126.58165282675
762,182175.34138993063
763,216823.95139388926
764,151469.90696106508
765,254970.7494215886
766,247593.6520006687
767,173271.49921288178
768,221165.4183053622
769,250287.2671621872
770,179930.01335187047
771,151955.03947488946
772,214582.39797715697
773,109561.99015292703
774,146550.23600014485
775,127522.07814186296
776,125506.96746234682
777,206672.68129846256
778,269033.6196935384
779,142418.03620072803
780,142684.0397860475
781,135759.3558306783
782,248071.4017285034
783,181141.83841497375
784,200278.69390974607
785,93911.19398469328
786,165141.28591873235
787,213953.42362685845
788,158856.51157671315
789,208707.63884799922
790,109747.24336851989
791,124981.45065250745
792,153648.13855560808
793,134552.35354891466
794,132692.88579893843
795,286685.8775742171
796,134357.28838217742
797,79084.68926575602
798,111922.79045363251
799,312638.51164357155
800,126277.65009995997
801,124466.44943160754
802,140723.7553759048
803,112681.22644740355
804,193446.2876992019
805,109996.25835442422
806,145432.79648630426
807,198076.84668669954
808,193830.14717520232
809,174265.9024191851
810,254922.2314431938
811,110061.9484963405
812,134715.98547051405
813,281805.5504187824
814,219570.04823245984
815,318029.6010855038
816,195865.26041474682
817,185144.7704207765
818,203014.70932320523
819,226927.86418025786
820,227703.3412978387
821,116858.26709556257
822,149099.5734640408
823,141212.81422296754
824,161691.59317325207
825,312058.81713780656
826,228861.81408204083
827,222785.58380350453
828,155372.29664762324
829,205989.43075504742
830,130025.33857920048
831,136638.1163535649
832,160009.07394586696
833,221500.1685230575
834,344330.40232351393
835,252639.92075877203
836,172879.71231484105
837,137532.23263185736
838,170403.33551975232
839,89959.5563591816
840,168202.20096169983
841,228861.11595228314
842,416753.43528920825
843,187009.69469769998
844,125583.2051652096
845,158297.7765972262
846,131823.8678326255
847,418885.69803266117
848,114692.91050045988
849,172853.69350119412
850,91939.98825464556
851,215302.5319075285
852,196075.29429141714
853,117390.01221369012
854,146251.5349109256
855,212105.14235170008
856,166944.95185420272
857,246464.33144754433
858,167924.52315798664
859,127489.55855455941
860,164576.7652595003
861,173854.30566552308
862,153075.8213985525
863,142194.4137114516
864,246710.41291091818
865,171151.76591728468
866,327503.9870792211
867,171772.32500686456
868,125428.34540255173
869,142390.10617396128
870,125505.9795854666
871,276236.27885743266
872,237785.9657514679
873,212195.43128396786
874,411354.3304627848
875,34677.96455297658
876,159239.3038378915
877,111506.53910498302
878,167677.29695224404
879,110069.21121666106
880,154269.79904778412
881,179680.88779042993
882,140826.06729809652
883,152429.94228400223
884,132557.92032101314
885,139101.31330533623
886,165820.57440623458
887,188671.77104012232
888,156320.3432754437
889,123647.78147351244
890,106559.49406700752
891,218506.96475662728
892,269319.1282166504
893,160483.0569615412
894,95401.99537043428
895,138951.30361028068
896,195263.11502136587
897,116067.49453778817
898,188072.12725923513
899,106641.11864285605
900,328641.4195794096
901,268707.43930573284
902,143140.1681264835
903,223625.71597670973
904,129328.19192590886
905,149050.01654881364
906,195142.36150644414
907,700127.1364743282
908,131391.3250724395
909,180523.41121716282
910,122239.15606121533
911,232777.72471811148
912,158787.09055929826
913,156156.7686888041
914,220797.27967390657
915,127668.20482636089
916,173531.65282687903
917,179529.44663910623
918,205182.82035494206
919,135077.10745018968
920,165421.60587455827
921,179329.27758594454
922,146248.23747668037
923,430750.7082798295
924,200438.83046137026
925,228901.03680622266
926,192535.81460055176
927,149529.68293509065
928,169939.41029654606
929,230544.457734707
930,187387.28853111557
931,265322.5197994031
932,169291.7967926454
933,117425.35867657741
934,172496.46826120582
935,314890.02538868465
936,188517.30467694174
937,146485.89451947872
938,139449.74356960107
939,204973.70215309126
940,255672.60377068148
941,292415.8269809848
942,115110.07570300109
943,107082.56180075076
944,204334.81776843156
945,264913.81514044607
946,141087.31466597092
947,179314.32779009643
948,219776.66571863857
949,83096.59923898646
950,123842.2300090987
951,274833.30498265725
952,149768.93741521417
953,203586.50641691574
954,152401.10799108585
955,213451.41164646874
956,72053.58149733234
957,326632.1272374172
958,270153.7536694201
959,211586.06400172826
960,190480.9547900996
961,212533.18132190843
962,198104.3337009464
963,280903.7081438303
964,153652.25354952607
965,177073.8469589575
966,231215.07181146494
967,197724.03958109612
968,107781.65257853684
969,168305.63155422255
970,62683.11397096408
971,107764.82116283294
972,118742.73167898259
973,146875.1554981224
974,245277.5789272972
975,196783.1712051342
976,236696.38636654406
977,217434.08215397186
978,113853.39361038947
979,146931.70300355082
980,218925.7983639366
981,142469.00184194633
982,194729.75589573494
983,145925.6388971466
984,116163.2831099657
985,191884.14215594565
986,113832.20107700708
987,94291.96692290771
988,199106.5246993611
989,179170.41836919248
990,171969.7159643947
991,113961.74352666232
992,226329.56532626823
993,469015.0132074418
994,297564.98669951933
995,151031.0416586295
996,180498.84484734794
997,133401.1684093151
998,166484.81074750912
999,140419.10875365237
1000,165918.0204018919
1001,153752.8743263543
1002,122174.93632363397
1003,133516.5906385705
1004,148985.34841749925
1005,274216.883232761
1006,210446.37168733653
1007,289479.8854811986
1008,200529.99052918577
1009,199474.70885242926
1010,162640.59336282895
1011,303871.0955912671
1012,397942.37333404727
1013,132555.26719924726
1014,158795.77352881394
1015,212538.4726999576
1016,275770.12599822617
1017,203102.77665630166
1018,139840.289865614
1019,222416.83286829648
1020,190366.4772188651
1021,233633.18396484596
1022,210046.96714854674
1023,168561.69630092164
1024,130772.5304287747
1025,137555.3314306881
1026,134958.84903633164
1027,147389.46174083732
1028,205529.51878429725
1029,100260.54460417197
1030,149096.2871076888
1031,350295.4055309212
1032,124204.7968671117
1033,262198.5090024095
1034,152609.65286440565
1035,142929.85711474693
1036,63945.985570458186
1037,95836.59329774747
1038,98945.14175648298
1039,189294.49707703627
1040,160086.9671319916
1041,154595.22163347682
1042,205540.16780316018
1043,174656.0595845377
1044,186720.62581796185
1045,172235.12541742
1046,205466.02805495737
1047,115948.48223360526
1048,277052.29072768264
1049,146621.93895034498
1050,290614.49714167847
1051,163557.6715834431
1052,106895.89963278081
1053,205885.66710040777
1054,213891.3053701534
1055,90963.24047214551
1056,62740.02025140483
1057,322985.2900713674
1058,120907.42746138335
1059,188227.66183203505
1060,235211.01297054318
1061,156732.15424019788
1062,174203.51677178338
1063,278843.75084423315
1064,152179.05947805947
1065,133973.6133687986
1066,127335.49891670878
1067,185406.79035358242
1068,122481.32013192264
1069,241498.2147683368
1070,151170.7703408483
1071,141846.30539777275
1072,199647.4525932747
1073,177832.31649305107
1074,257407.7639193675
1075,325715.93309368205
1076,247772.19939013058
1077,232364.67392422212
1078,216451.15372665907
1079,131140.95213802977
1080,146385.24189407696
1081,303381.47636863793
1082,128138.8550253639
1083,152301.39025295567
1084,114349.72407377609
1085,138646.3053300444
1086,200804.46282805628
1087,183604.82518770674
1088,244140.22393058584
1089,444710.76522252907
1090,181998.20931463764
1091,152401.10799108585
1092,308932.25214975944
1093,354842.05621891876
1094,420479.467464911
1095,165896.6952128842
1096,152266.19706958384
1097,134204.46779428
1098,179874.7635754869
1099,308680.9787817765
1100,296213.95691458805
1101,162631.2010997464
1102,199836.4226691233
1103,122881.55827633163
1104,150564.8889595961
1105,463058.434221447
1106,283961.35459932947
1107,183347.3155842708
1108,119500.76490696776
1109,290107.3118946993
1110,168994.0849767653
1111,119176.85276031173
1112,131771.84775096367
1113,120530.63379055657
1114,145964.2179247688
1115,259068.68877896146
1116,196787.55768244536
1117,179441.02782710723
1118,156937.4843623865
1119,215267.74171148677
1120,167606.02119496028
1121,106046.04571493789
1122,98794.04733766691
1123,102183.58316790669
1124,276007.1084851249
1125,498432.93055547
1126,158988.24127159492
1127,137836.4324582122
1128,262550.82978435874
1129,117129.36631000231
1130,112969.33950488204
1131,397943.53911332594
1132,100923.57571665928
1133,189397.80331992146
1134,163502.84159373707
1135,173152.31015592502
1136,142821.4027517173
1137,148609.42315116167
1138,126168.38752592655
1139,126652.34200535672
1140,160616.61939360315
1141,129935.16109011583
1142,269272.21934893506
1143,185261.1621954494
1144,151797.31049634118
1145,208466.06923999373
1146,167711.9952070744
1147,292627.7932698613
1148,174479.81266812066
1149,180285.29340297976
1150,188584.5464929768
1151,253019.70524085726
1152,146519.79867440072
1153,79115.64385626913
1154,141178.96606932746
1155,416242.5752971941
1156,218134.80817172863
1157,172613.85892563764
1158,268252.25287738757
1159,297595.78145725856
1160,103049.99712662358
1161,152558.4173647521
1162,201097.1270914108
1163,226020.4669013323
1164,311176.2979707552
1165,122909.6638877124
1166,230368.4206590875
1167,143650.59134339885
1168,302901.13155446306
1169,139255.11041501624
1170,289027.6553134125
1171,100505.49262023324
1172,189805.01320007368
1173,162057.8667408606
1174,87504.59274495738
1175,161005.8921529516
1176,174642.17095817477
1177,119184.0250510895
1178,232535.7048279609
1179,182847.32552451795
1180,120028.87430587814
1181,121287.67987603569
1182,159889.5841601959
1183,143127.6765860571
1184,107100.30006835175
1185,204722.57538871525
1186,156625.86306592805
1187,223558.2588290427
1188,276203.92361457646
1189,190084.084292203
1190,331693.875770572
1191,205313.9889546872
1192,491619.52253337
1193,167194.2163500913
1194,177403.83432172163
1195,189898.39475655524
1196,201363.99856437213
1197,204102.06116910494
1198,117153.5842485769
1199,198808.19803326242
1200,187330.37465690024
1201,175922.3129679999
1202,138617.65895512438
1203,197627.39751993763
1204,171737.41109804373
1205,143900.11339160157
1206,219961.19319880256
1207,75429.3060868344
1208,215649.28596431398
1209,173796.26485475697
1210,200142.86002519313
1211,43774.14145069715
1212,166832.8798592988
1213,209844.44830467194
1214,162565.78428805148
1215,342342.2308304816
1216,225639.44582646052
1217,79640.60143079361
1218,173798.15854261452
1219,115531.88388620151
1220,305925.2987223979
1221,293739.1875005242
1222,160921.22083014296
1223,222416.83286829648
1224,228944.00488274512
1225,206650.7311339606
1226,116347.24135169903
1227,148241.05738446262
1228,182573.64108015024
1229,269489.7596852333
1230,101636.22584364578
1231,203601.7406442526
1232,172581.1710300635
1233,164696.54621487358
1234,120352.7549545577
1235,221717.62707619724
1236,171720.20724063693
1237,155478.41805659205
1238,143038.27388046202
1239,115819.29365691151
1240,226814.91843280374
1241,151045.93800455143
1242,297647.72852577077
1243,156231.8856941539
1244,259876.14034404792
1245,244140.22393058584
1246,125288.99245756869
1247,178129.3895446734
1248,179750.79821617706
1249,155618.6453197557
1250,196809.03824240534
1251,204793.49928638228
1252,113117.7728857173
1253,127135.10803820954
1254,298425.6827427376
1255,133373.08741724887
1256,128949.05255307295
1257,151671.8762518915
1258,134446.3685587313
1259,184970.19562875
1260,296778.88877414225
1261,199989.8001030662
1262,125132.28185423922
1263,92159.21160913593
1264,201073.58650401645
1265,83064.84850168243
1266,196451.3388863643
1267,202594.17172382766
1268,87295.75662838436
1269,185402.32600254365
1270,359400.1741962416
1271,207621.86809372046
1272,92419.03530343308
1273,198808.19803326242
1274,259815.3083626489
1275,98972.68764227619
1276,155693.2995972683
1277,204755.90438573973
1278,219792.93494035775
1279,208215.82800804233
1280,126519.97638309961
1281,112210.93838877743
1282,188966.12872174967
1283,143102.25143087778
1284,158319.31620548846
1285,165925.80680126103
1286,157489.17638959264
1287,83208.85826855482
1288,107202.15739270642
1289,165080.80042178003
1290,249896.68215819504
1291,127075.79784235502
1292,175001.78740908936
1293,123918.04890254699
1294,186065.02396067424
1295,142343.96027426643
1296,152600.96230865247
1297,237404.55188819155
1298,230232.7917464071
1299,134239.11722294384
1300,144953.84943632322
1301,181334.26603148173
1302,138008.71021452072
1303,288086.8441310363
1304,113230.95284624786
1305,296458.47867387213
1306,116192.08925104662
1307,100260.54460417197
1308,161373.4048850253
1309,143114.89673017766
1310,87896.88200655307
1311,126215.90781026431
1312,169368.9479411833
1313,120642.6351402628
1314,164499.66197041754
1315,140572.69762159738
1316,261764.12350486396
1317,128308.20763538305
1318,188772.08457021994
1319,190594.13932855707
1320,195740.89849769574
1321,151479.96654260642
1322,208290.9263260136
1323,195091.68029018104
1324,186774.8372820643
1325,126180.96286623887
1326,161886.94510137982
1327,121241.67427839173
1328,106753.86557447165
1329,350681.177506294
1330,325471.9151659581
1331,114755.64855044859
1332,137069.54186668838
1333,126372.81366315852
1334,175997.88848336143
1335,138301.96040227238
1336,120720.06115873049
1337,214875.81866006507
1338,271567.18724041653
1339,169111.94830959215
1340,212006.41077926234
1341,203263.31659656978
1342,194011.33371269508
1343,114505.51974265359
1344,356171.5786912063
1345,237697.42923425726
1346,332837.4456713737
1347,116117.39503427451
1348,78278.75836728416
1349,214932.27210605508
1350,160288.0497561946
